% de avance general,Área,% de avance área,Nombre Iniciativa,Descripción Iniciativa,% de avance Iniciativa,Reporte de avance,Hitos,% asignado hitos,% de avance hitos,% de avance acumulado,N° de iniciativas,N° >80%,Contador (no considerar),N° Hito (no considerar),N° Área (no considerar),>80% (no considerar)
20%,15. Ciudad y Espacios públicos,13%,Compra de Centro recreacional de veraneo.,Pendiente,0%,Pendiente,Evaluación de disponibilidad financiera,10%,0%,0%,109,1,,15.3,15,0
20%,15. Ciudad y Espacios públicos,13%,Compra de Centro recreacional de veraneo.,Pendiente,0%,Pendiente,Determinación de comuna y especificaciones técnicas,10%,0%,0%,109,1,,15.4,15,0
20%,15. Ciudad y Espacios públicos,13%,Compra de Centro recreacional de veraneo.,Pendiente,0%,Pendiente,Elaboración de bases de licitación,10%,0%,0%,109,1,,15.5,15,0
20%,15. Ciudad y Espacios públicos,13%,Compra de Centro recreacional de veraneo.,Pendiente,0%,Pendiente,Publicación en el portal de compras,10%,0%,0%,109,1,,15.6,15,0
20%,15. Ciudad y Espacios públicos,13%,Compra de Centro recreacional de veraneo.,Pendiente,0%,Pendiente,Adjudicación y firma de contrato,10%,0%,0%,109,1,,15.7,15,0
20%,15. Ciudad y Espacios públicos,13%,Compra de Centro recreacional de veraneo.,Pendiente,0%,Pendiente,Traspaso de bien inmueble al conservador de bienes raíces,10%,0%,0%,109,1,,15.8,15,0
20%,15. Ciudad y Espacios públicos,13%,Compra de Centro recreacional de veraneo.,Pendiente,0%,Pendiente,Toma de posesión e implementación del centro recreacional de veraneo,20%,0%,0%,109,1,,15.9,15,0
20%,15. Ciudad y Espacios públicos,13%,Plan San Joaquín sin eventos (hoyos) en calles con cobertura de 100% para tener una mayor seguridad vial.,Pendiente,25%,Pendiente,Identificar y georreferenciar los hoyos y daños en las calles de la comuna. ,5%,5%,5%,109,1,1,15.10,15,0
20%,15. Ciudad y Espacios públicos,13%,Plan San Joaquín sin eventos (hoyos) en calles con cobertura de 100% para tener una mayor seguridad vial.,Pendiente,25%,Pendiente,"Definir criterios de intervención según urgencia, flujo vehicular y estado del pavimento. ",5%,5%,10%,109,1,,15.11,15,0
20%,15. Ciudad y Espacios públicos,13%,Plan San Joaquín sin eventos (hoyos) en calles con cobertura de 100% para tener una mayor seguridad vial.,Pendiente,25%,Pendiente,"Definir fases de ejecución, materiales y técnicas de bacheo o repavimentación. ",5%,5%,15%,109,1,,15.12,15,0
20%,15. Ciudad y Espacios públicos,13%,Plan San Joaquín sin eventos (hoyos) en calles con cobertura de 100% para tener una mayor seguridad vial.,Pendiente,25%,Pendiente,Gestionar recursos municipales y evaluar modalidad de financiamiento,15%,10%,25%,109,1,,15.13,15,0
20%,15. Ciudad y Espacios públicos,13%,Plan San Joaquín sin eventos (hoyos) en calles con cobertura de 100% para tener una mayor seguridad vial.,Pendiente,25%,Pendiente,Postulación a proyectos,10%,0%,25%,109,1,,15.14,15,0
20%,15. Ciudad y Espacios públicos,13%,Plan San Joaquín sin eventos (hoyos) en calles con cobertura de 100% para tener una mayor seguridad vial.,Pendiente,25%,Pendiente,Asignación de recursos por entidad financiera,10%,0%,25%,109,1,,15.15,15,0
20%,15. Ciudad y Espacios públicos,13%,Plan San Joaquín sin eventos (hoyos) en calles con cobertura de 100% para tener una mayor seguridad vial.,Pendiente,25%,Pendiente,Elaborar y publicar bases administrativas para la ejecución del proyecto.,20%,0%,25%,109,1,,15.16,15,0
20%,15. Ciudad y Espacios públicos,13%,Plan San Joaquín sin eventos (hoyos) en calles con cobertura de 100% para tener una mayor seguridad vial.,Pendiente,25%,Pendiente,Adjudicación de la licitación para la ejecución del proyecto,10%,0%,25%,109,1,,15.17,15,0
20%,15. Ciudad y Espacios públicos,13%,Plan San Joaquín sin eventos (hoyos) en calles con cobertura de 100% para tener una mayor seguridad vial.,Pendiente,25%,Pendiente,Ejecución y recepción de las obras ,20%,0%,25%,109,1,,15.18,15,0
20%,15. Ciudad y Espacios públicos,13%,Ejecutar arreglos de veredas que aún no han sido reparadas.,Pendiente,66%,Pendiente,Identificar y georreferenciar veredas que no han sido reparadas,5%,5%,5%,109,1,1,15.19,15,0
20%,15. Ciudad y Espacios públicos,13%,Ejecutar arreglos de veredas que aún no han sido reparadas.,Pendiente,66%,Pendiente,"Definir criterios de intervención según urgencia, flujo peatonal y estado del pavimento. ",5%,5%,10%,109,1,,15.20,15,0
20%,15. Ciudad y Espacios públicos,13%,Ejecutar arreglos de veredas que aún no han sido reparadas.,Pendiente,66%,Pendiente,"Definir fases de ejecución, materiales y técnicas a utilizar para reparación. ",5%,5%,15%,109,1,,15.21,15,0
20%,15. Ciudad y Espacios públicos,13%,Ejecutar arreglos de veredas que aún no han sido reparadas.,Pendiente,66%,Pendiente,Gestionar recursos y evaluar modalidad de financiamiento,5%,5%,20%,109,1,,15.22,15,0
20%,15. Ciudad y Espacios públicos,13%,Ejecutar arreglos de veredas que aún no han sido reparadas.,Pendiente,66%,Pendiente,Postulación a proyectos,10%,10%,30%,109,1,,15.23,15,0
20%,15. Ciudad y Espacios públicos,13%,Ejecutar arreglos de veredas que aún no han sido reparadas.,Pendiente,66%,Pendiente,Asignación de recursos,10%,10%,40%,109,1,,15.24,15,0
20%,15. Ciudad y Espacios públicos,13%,Ejecutar arreglos de veredas que aún no han sido reparadas.,Pendiente,66%,Pendiente,Elaborar y publicar bases administrativas para la ejecución del proyecto.,10%,10%,50%,109,1,,15.25,15,0
20%,15. Ciudad y Espacios públicos,13%,Ejecutar arreglos de veredas que aún no han sido reparadas.,Pendiente,66%,Pendiente,Adjudicación de la licitación para la ejecución del proyecto,10%,10%,60%,109,1,,15.26,15,0
20%,15. Ciudad y Espacios públicos,13%,Ejecutar arreglos de veredas que aún no han sido reparadas.,Pendiente,66%,Pendiente,Ejecución y recepción de las obras ,30%,6%,66%,109,1,,15.27,15,0
20%,15. Ciudad y Espacios públicos,13%,Ejecutar arreglos de veredas que aún no han sido reparadas.,Pendiente,66%,Pendiente,"Elaborar un catastro una vez finalizado el proyecto Aceras VII, para elaborar nuevo proyecto de pavimentación.",10%,0%,66%,109,1,,15.28,15,0
20%,15. Ciudad y Espacios públicos,13%,Remodelación total de Gimnasio Municipal Hernán Escalona Catalán.,Pendiente,0%,Pendiente,"Evaluar las condiciones estructurales, instalaciones y equipamiento del gimnasio.",10%,0%,0%,109,1,1,15.29,15,0
20%,15. Ciudad y Espacios públicos,13%,Remodelación total de Gimnasio Municipal Hernán Escalona Catalán.,Pendiente,0%,Pendiente,"Evaluar normativas urbanísticas, restricciones de uso de suelo y viabilidad del traslado.",5%,0%,0%,109,1,,15.30,15,0
20%,15. Ciudad y Espacios públicos,13%,Remodelación total de Gimnasio Municipal Hernán Escalona Catalán.,Pendiente,0%,Pendiente,"Determinar mejoras en infraestructura, accesibilidad, seguridad y equipamiento.",5%,0%,0%,109,1,,15.31,15,0
20%,15. Ciudad y Espacios públicos,13%,Remodelación total de Gimnasio Municipal Hernán Escalona Catalán.,Pendiente,0%,Pendiente,Elaborar proyecto para la remodelación o construcción del espacio.,10%,0%,0%,109,1,,15.32,15,0
20%,15. Ciudad y Espacios públicos,13%,Remodelación total de Gimnasio Municipal Hernán Escalona Catalán.,Pendiente,0%,Pendiente,Gestionar reuniones con organizaciones deportivas y entidades vinculadas para validar el proyecto.,10%,0%,0%,109,1,,15.33,15,0
20%,15. Ciudad y Espacios públicos,13%,Remodelación total de Gimnasio Municipal Hernán Escalona Catalán.,Pendiente,0%,Pendiente,Postular proyecto para la remodelación o construcción del espacio.,20%,0%,0%,109,1,,15.34,15,0
20%,15. Ciudad y Espacios públicos,13%,Remodelación total de Gimnasio Municipal Hernán Escalona Catalán.,Pendiente,0%,Pendiente,Asignación de recursos de la Entidad Financiera,10%,0%,0%,109,1,,15.35,15,0
20%,15. Ciudad y Espacios públicos,13%,Remodelación total de Gimnasio Municipal Hernán Escalona Catalán.,Pendiente,0%,Pendiente,Publicar bases administrativas para remodelación del Gimnasio Municipal,10%,0%,0%,109,1,,15.36,15,0
20%,15. Ciudad y Espacios públicos,13%,Remodelación total de Gimnasio Municipal Hernán Escalona Catalán.,Pendiente,0%,Pendiente,Adjudicación de licitación para remodelación del Gimnasio Municipal,10%,0%,0%,109,1,,15.37,15,0
20%,15. Ciudad y Espacios públicos,13%,Remodelación total de Gimnasio Municipal Hernán Escalona Catalán.,Pendiente,0%,Pendiente,"Ejecución de las obras, recepción y habilitación.",10%,0%,0%,109,1,,15.38,15,0
20%,15. Ciudad y Espacios públicos,13%,Construir el Parque del Amor y los Animales.,Pendiente,14%,Pendiente,"Elaboración de informe sobre programa preliminar del Parque, que resulto de las jornadas de participación de vecinos desarrolladas el año 2024.",2%,2%,2%,109,1,1,15.39,15,0
20%,15. Ciudad y Espacios públicos,13%,Construir el Parque del Amor y los Animales.,Pendiente,14%,Pendiente,"Definir programa preliminar de Parque en el marco de la normativa urbanística que se aplica al terreno, incluyendo el porcentaje de proyectadas",2%,1%,3%,109,1,,15.40,15,0
20%,15. Ciudad y Espacios públicos,13%,Construir el Parque del Amor y los Animales.,Pendiente,14%,Pendiente,"Elaborar estudio de pre inversión con evaluación social, para obtención de recomendación técnica del Ministerio de Desarrollo Social a la etapa de Diseño, con financiamiento municipal (análisis de oferta/demanda/brechas; indicadores de rentabilidad social; TDR Diseño, presupuesto diseño y presupuesto preliminar de obras).",15%,10%,13%,109,1,,15.41,15,0
20%,15. Ciudad y Espacios públicos,13%,Construir el Parque del Amor y los Animales.,Pendiente,14%,Pendiente,Elaborar y publicar las bases administrativas para la consultoría,2%,1%,14%,109,1,,15.42,15,0
20%,15. Ciudad y Espacios públicos,13%,Construir el Parque del Amor y los Animales.,Pendiente,14%,Pendiente,Adjudicación de licitación para diseño con recursos municipales,4%,0%,14%,109,1,,15.43,15,0
20%,15. Ciudad y Espacios públicos,13%,Construir el Parque del Amor y los Animales.,Pendiente,14%,Pendiente,Desarrollo de consultoría de Diseño,20%,0%,14%,109,1,,15.44,15,0
20%,15. Ciudad y Espacios públicos,13%,Construir el Parque del Amor y los Animales.,Pendiente,14%,Pendiente,"Solicitud y obtención de recomendación técnica para la etapa de Ejecución, con financiamiento externo (Fondo Nacional de Desarrollo Regional).",15%,0%,14%,109,1,,15.45,15,0
20%,15. Ciudad y Espacios públicos,13%,Construir el Parque del Amor y los Animales.,Pendiente,14%,Pendiente,Asignación de recursos del Gobierno Regional,2%,0%,14%,109,1,,15.46,15,0
20%,15. Ciudad y Espacios públicos,13%,Construir el Parque del Amor y los Animales.,Pendiente,14%,Pendiente,Tramitación administrativa de convenio y decretos.,2%,0%,14%,109,1,,15.47,15,0
20%,15. Ciudad y Espacios públicos,13%,Construir el Parque del Amor y los Animales.,Pendiente,14%,Pendiente,Elaboración de bases administrativas y publicación de licitación.,2%,0%,14%,109,1,,15.48,15,0
20%,15. Ciudad y Espacios públicos,13%,Construir el Parque del Amor y los Animales.,Pendiente,14%,Pendiente,Adjudicación de la etapa de ejecución ,4%,0%,14%,109,1,,15.49,15,0
20%,15. Ciudad y Espacios públicos,13%,Construir el Parque del Amor y los Animales.,Pendiente,14%,Pendiente,"Ejecución de las obras, recepción y habilitación.",30%,0%,14%,109,1,,15.50,15,0
20%,15. Ciudad y Espacios públicos,13%,Adquirir y desarrollar espacios municipales próximos a 5 estaciones futura línea 9 del metro.,Pendiente,5%,Pendiente,Levantar información sobre terrenos disponibles o potencialmente adquiribles.,5%,1%,1%,109,1,1,15.51,15,0
20%,15. Ciudad y Espacios públicos,13%,Adquirir y desarrollar espacios municipales próximos a 5 estaciones futura línea 9 del metro.,Pendiente,5%,Pendiente,"Evaluar normativas urbanísticas, restricciones de uso de suelo y factibilidad de adquisición.",10%,3%,4%,109,1,,15.52,15,0
20%,15. Ciudad y Espacios públicos,13%,Adquirir y desarrollar espacios municipales próximos a 5 estaciones futura línea 9 del metro.,Pendiente,5%,Pendiente,"Establecer lineamientos para el uso de los espacios municipales, considerando necesidades y requerimientos previamente identificados (equipamientos, áreas verdes, servicios, necesidades comunitarias, etc.)",5%,1%,5%,109,1,,15.53,15,0
20%,15. Ciudad y Espacios públicos,13%,Adquirir y desarrollar espacios municipales próximos a 5 estaciones futura línea 9 del metro.,Pendiente,5%,Pendiente,Gestionar fondos para adquisición y desarrollo de espacios,15%,0%,5%,109,1,,15.54,15,0
20%,15. Ciudad y Espacios públicos,13%,Adquirir y desarrollar espacios municipales próximos a 5 estaciones futura línea 9 del metro.,Pendiente,5%,Pendiente,Formalizar la adquisición de terrenos,15%,0%,5%,109,1,,15.55,15,0
20%,15. Ciudad y Espacios públicos,13%,Adquirir y desarrollar espacios municipales próximos a 5 estaciones futura línea 9 del metro.,Pendiente,5%,Pendiente,Elaborar y postular proyectos para el uso de los espacios adquiridos.,20%,0%,5%,109,1,,15.56,15,0
20%,15. Ciudad y Espacios públicos,13%,Adquirir y desarrollar espacios municipales próximos a 5 estaciones futura línea 9 del metro.,Pendiente,5%,Pendiente,Asignación de recursos de la entidad financiera,10%,0%,5%,109,1,,15.57,15,0
20%,15. Ciudad y Espacios públicos,13%,Adquirir y desarrollar espacios municipales próximos a 5 estaciones futura línea 9 del metro.,Pendiente,5%,Pendiente,"Llevar a cabo proceso licitatorio para contratación, ejecución e implementación de proyectos postulados",20%,0%,5%,109,1,,15.58,15,0
20%,15. Ciudad y Espacios públicos,13%,"Renovación de mobiliario comunitario, aumentando y mejorando artefactos para ejercicios en plazas y parques.",Pendiente,3%,Pendiente,Identificar plazas y parques que requieren renovación y ampliación de equipamiento. ,10%,3%,3%,109,1,1,15.59,15,0
20%,15. Ciudad y Espacios públicos,13%,"Renovación de mobiliario comunitario, aumentando y mejorando artefactos para ejercicios en plazas y parques.",Pendiente,3%,Pendiente,Definir mejoras prioritarias según normativa y requerimientos ciudadanos. ,10%,0%,3%,109,1,,15.60,15,0
20%,15. Ciudad y Espacios públicos,13%,"Renovación de mobiliario comunitario, aumentando y mejorando artefactos para ejercicios en plazas y parques.",Pendiente,3%,Pendiente,Definir fases de implementación según financiamiento y prioridades territoriales. ,10%,0%,3%,109,1,,15.61,15,0
20%,15. Ciudad y Espacios públicos,13%,"Renovación de mobiliario comunitario, aumentando y mejorando artefactos para ejercicios en plazas y parques.",Pendiente,3%,Pendiente,Elaborar y postular proyectos específicos para la ejecución de mejoras en plazas y parques,20%,0%,3%,109,1,,15.62,15,0
20%,15. Ciudad y Espacios públicos,13%,"Renovación de mobiliario comunitario, aumentando y mejorando artefactos para ejercicios en plazas y parques.",Pendiente,3%,Pendiente,Asignación de recursos de entidad financiera,10%,0%,3%,109,1,,15.63,15,0
20%,15. Ciudad y Espacios públicos,13%,"Renovación de mobiliario comunitario, aumentando y mejorando artefactos para ejercicios en plazas y parques.",Pendiente,3%,Pendiente,Publicación de bases administrativas para llevar a cabo la ejecución de los proyectos,20%,0%,3%,109,1,,15.64,15,0
20%,15. Ciudad y Espacios públicos,13%,"Renovación de mobiliario comunitario, aumentando y mejorando artefactos para ejercicios en plazas y parques.",Pendiente,3%,Pendiente,Adjudicación de la licitación para llevar a cabo el (los) proyectos,10%,0%,3%,109,1,,15.65,15,0
20%,15. Ciudad y Espacios públicos,13%,"Renovación de mobiliario comunitario, aumentando y mejorando artefactos para ejercicios en plazas y parques.",Pendiente,3%,Pendiente,"Ejecución, implementación y recepción de proyectos ",10%,0%,3%,109,1,,15.66,15,0
20%,15. Ciudad y Espacios públicos,13%,"Desarrollar plazas modelos con identidad comunal (diseño, colores e infraestructura), con información de servicios municipales por territorio.",Pendiente,26%,Pendiente,Identificar y priorizar las plazas que serán intervenidas en cada territorio. ,10%,10%,10%,109,1,1,15.67,15,0
20%,15. Ciudad y Espacios públicos,13%,"Desarrollar plazas modelos con identidad comunal (diseño, colores e infraestructura), con información de servicios municipales por territorio.",Pendiente,26%,Pendiente,"Definir mejoras prioritarias, colores, mobiliario, señalética (incluir servicios municipales) y elementos que reflejen la identidad comunal.  ",10%,10%,20%,109,1,,15.68,15,0
20%,15. Ciudad y Espacios públicos,13%,"Desarrollar plazas modelos con identidad comunal (diseño, colores e infraestructura), con información de servicios municipales por territorio.",Pendiente,26%,Pendiente,Definir fases de implementación según financiamiento y prioridades territoriales. ,10%,3%,23%,109,1,,15.69,15,0
20%,15. Ciudad y Espacios públicos,13%,"Desarrollar plazas modelos con identidad comunal (diseño, colores e infraestructura), con información de servicios municipales por territorio.",Pendiente,26%,Pendiente,Elaborar y postular proyectos específicos para la ejecución de intervenciones priorizadas,20%,3%,26%,109,1,,15.70,15,0
20%,15. Ciudad y Espacios públicos,13%,"Desarrollar plazas modelos con identidad comunal (diseño, colores e infraestructura), con información de servicios municipales por territorio.",Pendiente,26%,Pendiente,Asignación de recursos de entidad financiera,10%,0%,26%,109,1,,15.71,15,0
20%,15. Ciudad y Espacios públicos,13%,"Desarrollar plazas modelos con identidad comunal (diseño, colores e infraestructura), con información de servicios municipales por territorio.",Pendiente,26%,Pendiente,Publicación de bases administrativas para llevar a cabo la ejecución de los proyectos,20%,0%,26%,109,1,,15.72,15,0
20%,15. Ciudad y Espacios públicos,13%,"Desarrollar plazas modelos con identidad comunal (diseño, colores e infraestructura), con información de servicios municipales por territorio.",Pendiente,26%,Pendiente,Adjudicación de la licitación para llevar a cabo el (los) proyectos,10%,0%,26%,109,1,,15.73,15,0
20%,15. Ciudad y Espacios públicos,13%,"Desarrollar plazas modelos con identidad comunal (diseño, colores e infraestructura), con información de servicios municipales por territorio.",Pendiente,26%,Pendiente,"Ejecución, implementación y recepción de proyectos ",10%,0%,26%,109,1,,15.74,15,0
20%,15. Ciudad y Espacios públicos,13%,Diseñar e implementar nuevo edificio consistorial,Pendiente,0%,Pendiente,"Modificación del Pan Regulador para uso del  Parque Isabel Riquelme II, para emplazar futuro Edificio Consistorial.",10%,0%,0%,109,1,1,15.75,15,0
20%,15. Ciudad y Espacios públicos,13%,Diseñar e implementar nuevo edificio consistorial,Pendiente,0%,Pendiente,"Elaborar estudio pre inversional con evaluación social, para obtención de recomendación técnica del Ministerio de Desarrollo Social a la etapa de Diseño, con financiamiento municipal (análisis de oferta/demanda/brechas; indicadores de rentabilidad social; TDR Diseño, presupuesto diseño y presupuesto preliminar de obras).",15%,0%,0%,109,1,,15.76,15,0
20%,15. Ciudad y Espacios públicos,13%,Diseñar e implementar nuevo edificio consistorial,Pendiente,0%,Pendiente,Asignación de recursos del Gobierno Regional,2%,0%,0%,109,1,,15.77,15,0
20%,15. Ciudad y Espacios públicos,13%,Diseñar e implementar nuevo edificio consistorial,Pendiente,0%,Pendiente,Tramitación administrativa de convenio y decretos.,2%,0%,0%,109,1,,15.78,15,0
20%,15. Ciudad y Espacios públicos,13%,Diseñar e implementar nuevo edificio consistorial,Pendiente,0%,Pendiente,Elaborar y publicar bases administrativas para la consultoría,2%,0%,0%,109,1,,15.79,15,0
20%,15. Ciudad y Espacios públicos,13%,Diseñar e implementar nuevo edificio consistorial,Pendiente,0%,Pendiente,Adjudicación de licitación para diseño,2%,0%,0%,109,1,,15.80,15,0
20%,15. Ciudad y Espacios públicos,13%,Diseñar e implementar nuevo edificio consistorial,Pendiente,0%,Pendiente,Desarrollo de consultoría de Diseño,20%,0%,0%,109,1,,15.81,15,0
20%,15. Ciudad y Espacios públicos,13%,Diseñar e implementar nuevo edificio consistorial,Pendiente,0%,Pendiente,"Elaborar estudio pre inversional con evaluación social, para obtención de recomendación técnica a la etapa de Ejecución, con financiamiento externo (Fondo Nacional de Desarrollo Regional).",10%,0%,0%,109,1,,15.82,15,0
20%,15. Ciudad y Espacios públicos,13%,Diseñar e implementar nuevo edificio consistorial,Pendiente,0%,Pendiente,Asignación de recursos del Gobierno Regional,2%,0%,0%,109,1,,15.83,15,0
20%,15. Ciudad y Espacios públicos,13%,Diseñar e implementar nuevo edificio consistorial,Pendiente,0%,Pendiente,Tramitación administrativa de convenio y decretos.,1%,0%,0%,109,1,,15.84,15,0
20%,15. Ciudad y Espacios públicos,13%,Diseñar e implementar nuevo edificio consistorial,Pendiente,0%,Pendiente,Elaboración de bases administrativas y publicación de licitación.,2%,0%,0%,109,1,,15.85,15,0
20%,15. Ciudad y Espacios públicos,13%,Diseñar e implementar nuevo edificio consistorial,Pendiente,0%,Pendiente,Adjudicación de la etapa de ejecución,2%,0%,0%,109,1,,15.86,15,0
20%,15. Ciudad y Espacios públicos,13%,Diseñar e implementar nuevo edificio consistorial,Pendiente,0%,Pendiente,Ejecución de obras para el Edificio Consistorial,30%,0%,0%,109,1,,15.87,15,0
20%,15. Ciudad y Espacios públicos,13%,"Aumentar cuidado y mantención de plazas, jardines, recintos deportivos y otros, para alcanzar un alto estándar en la calidad de las áreas verdes.",Pendiente,0%,Pendiente,Pendiente,100%,0%,0%,109,1,1,15.88,15,0
20%,15. Ciudad y Espacios públicos,13%,Recuperar el 100 % de los espacios donde existen microbasurales con la creación de plazas.,Pendiente,0%,Pendiente,Pendiente,100%,0%,0%,109,1,1,15.89,15,0
